grouping,pulled_from_neshap,pulled_from_proposed,is_direct_mechanical,entity,Utility ID,Utility Name,Plant Code,Plant Name,State,County,X_COORDINATE,Y_COORDINATE,Generator ID,Turbine Make,Turbine Model,Permit Emission Controls,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Status,Associated with Combined Heat and Power System,Sector Name,Sector,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Turbines or Hydrokinetic Buoys,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Solid Fuel Gasification System?,Carbon Capture Technology?,Multiple Fuels?,Switch Between Oil and Natural Gas?,Cofire Fuels?,Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Topping or Bottoming,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Time from Cold Shutdown to Full Load,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,-82.3971951167356,27.7980593854374,GT5,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,,,397.8,0.9,360,390,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,,N,120,N,,,X,12,2021,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,-82.3971951167356,27.7980593854374,GT6,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,,,397.8,0.9,360,390,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,,N,120,N,,,X,12,2021,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,6452,Florida Power & Light Co,65978,Dania Beach 7,FL,Broward,-80.1247944212525,26.0856497754629,7GT1,,,,Natural Gas Fired Combined Cycle,CT,DBCC,S,X,N,,,492.2,0.85,434.1,432.2,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,,N,Y,Y,N,,N,,,X,5,2022,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,6452,Florida Power & Light Co,65978,Dania Beach 7,FL,Broward,-80.1247944212525,26.0856497754629,7GT2,,,,Natural Gas Fired Combined Cycle,CT,DBCC,S,X,N,,,492.2,0.85,434.1,432.2,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,,N,Y,Y,N,,N,,,X,5,2022,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Municipal,10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,-81.9284702320722,28.0799642461768,GT2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,130,0.85,119.5,124.5,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,85,N,,,X,6,2020,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,6452,Florida Power & Light Co,641,Gulf Clean Energy Center,FL,Escambia,-87.2332568031568,30.5568550580639,8A,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,243.1,0.85,236,233,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,,N,Y,Y,N,94,N,,,X,12,2021,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,6452,Florida Power & Light Co,641,Gulf Clean Energy Center,FL,Escambia,-87.2332568031568,30.5568550580639,8B,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,243.1,0.85,236,233,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,,N,Y,Y,N,94,N,,,X,12,2021,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,6452,Florida Power & Light Co,641,Gulf Clean Energy Center,FL,Escambia,-87.2332568031568,30.5568550580639,8C,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,243.1,0.85,231.1,231.1,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,,N,Y,Y,N,94,N,,,X,12,2021,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,6452,Florida Power & Light Co,641,Gulf Clean Energy Center,FL,Escambia,-87.2332568031568,30.5568550580639,8D,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,243.1,0.85,231.1,231.1,OP,N,Electric Utility,1,NG,DFO,,,,,,,,,,,,,,N,Y,Y,,94,N,,,X,12,2021,,,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63260,Cobb Electric Membership Corporation,63535,Solar BESS Hybrid,GA,Cobb,-84.5562975183828,33.9792481731846,NG,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,1,0.8,1,1,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,,N,,,0.3,N,,,X,9,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,62787,"Jackson Generation, LLC",62926,"Jackson Generation, LLC",IL,Will,-88.0322689315498,42.0518383714865,01,,,,Natural Gas Fired Combined Cycle,CS,,S,Y,N,2156111010,2156111010,644.3,0.85,600,558,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,,N,N,N,340,N,,,X,5,2022,,,X,,,,,12H,60,60,12,2023,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,62787,"Jackson Generation, LLC",62926,"Jackson Generation, LLC",IL,Will,-88.0322689315498,42.0518383714865,02,,,,Natural Gas Fired Combined Cycle,CS,,S,Y,N,2156111011,2156111011,644.3,0.85,600,558,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,,N,N,N,340,N,,,X,5,2022,,,X,,,,,12H,60,60,12,2023,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),IN,Morgan,-86.4193170557197,39.4808701917531,STG1,,,,Natural Gas Fired Combined Cycle,CA,EGVS,S,Y,X,,,230,0.85,230,230,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,,N,75,N,,,X,4,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,57109,St Joseph Energy Center LLC,57794,St Joseph Energy Center,IN,St Joseph,-86.4772581597582,41.6988476130009,ST1,,,,Natural Gas Fired Combined Cycle,CA,CC01,S,Y,X,SJEC,SJEC,260,0.85,235,235,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,150,N,,,X,4,2018,,,X,NG,,,,12H,10,7,4,2023,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),IN,Morgan,-86.4193170557197,39.4808701917531,GT1,,,,Natural Gas Fired Combined Cycle,CT,EGVS,S,X,Y,,,207,0.85,207,207,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,,N,110,N,,,X,4,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),IN,Morgan,-86.4193170557197,39.4808701917531,GT2,,,,Natural Gas Fired Combined Cycle,CT,EGVS,S,X,Y,,,207,0.85,207,207,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,,N,110,N,,,X,4,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,57109,St Joseph Energy Center LLC,57794,St Joseph Energy Center,IN,St Joseph,-86.4772581597582,41.6988476130009,CT1,,,,Natural Gas Fired Combined Cycle,CT,CC01,S,X,Y,SJEC,SJEC,260,0.85,240,260,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,N,100,N,,,X,4,2018,,,X,NG,,,,12H,10,7,4,2023,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,57109,St Joseph Energy Center LLC,57794,St Joseph Energy Center,IN,St Joseph,-86.4772581597582,41.6988476130009,CT2,,,,Natural Gas Fired Combined Cycle,CT,CC01,S,X,Y,SJEC,SJEC,260,0.85,240,260,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,N,100,N,,,X,4,2018,,,X,NG,,,,12H,10,7,4,2023,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,19564,University of Notre Dame,50366,University of Notre Dame,IN,St Joseph,-86.2351762315649,41.7051676415215,GT1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,5.4,0.8,5.6,4.7,OP,Y,Commercial CHP,5,NG,,,,,,,,,,,,,,N,N,N,N,N,2.7,N,,,X,6,2019,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,19564,University of Notre Dame,50366,University of Notre Dame,IN,St Joseph,-86.2351762315649,41.7051676415215,GT2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,5.4,0.8,5.6,4.7,OP,Y,Commercial CHP,5,NG,,,,,,,,,,,,,,N,N,N,,N,2.7,N,,,X,6,2019,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,64367,"Primary Products Ingredients Americas, LLC d/b/a Primient",64854,Primient,IN,Tippecanoe,-86.8430282459171,40.3775892708159,GTG01,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,30.9,0.85,28.6,34.2,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,,,N,,,0.5,N,,,X,6,2021,,,T,,,,,1H,,,,,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Industrial,64367,"Primary Products Ingredients Americas, LLC d/b/a Primient",64854,Primient,IN,Tippecanoe,-86.8430282459171,40.3775892708159,GTG02,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,30.9,0.85,28.6,34.2,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,,,N,,,0.5,N,,,X,7,2021,,,T,,,,,1H,,,,,,,,,,,,,,N,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,15470,"Duke Energy Indiana, LLC",65400,Purdue CHP,IN,Tippecanoe,-86.9123697316201,40.417071066402,PUCHP,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,13.3,0.9,13.5,17.2,OP,Y,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,,,9,N,,,X,3,2022,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,64837,"Kansas Ethanol, LLC",65512,"Kansas Ethanol, LLC",KS,Rice,-98.1949706317083,38.2866073079926,KSET,,,,Natural Gas Fired Combustion Turbine,GT,KSET,S,X,X,wr.mw.kse.mw,,13.5,0.8,11.9,13.5,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,,N,N,,,10.5,N,,,X,6,2020,,,T,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,11241,Entergy Louisiana LLC,60926,St. Charles Power Station (LA),LA,St Charles,-90.4646853185202,30.0047712379812,1C,,,,Natural Gas Fired Combined Cycle,CA,PB01,S,Y,X,,,500,0.85,500,500,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,5,2019,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,11241,Entergy Louisiana LLC,60927,Lake Charles Power,LA,Calcasieu,-93.2907997334792,30.2701756130632,1C,,,,Natural Gas Fired Combined Cycle,CA,PB01,S,Y,X,,,500,0.85,500,500,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,3,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,11241,Entergy Louisiana LLC,60926,St. Charles Power Station (LA),LA,St Charles,-90.4646853185202,30.0047712379812,1A,,,,Natural Gas Fired Combined Cycle,CT,PB01,S,X,N,,,250,0.85,250,250,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,5,2019,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,11241,Entergy Louisiana LLC,60926,St. Charles Power Station (LA),LA,St Charles,-90.4646853185202,30.0047712379812,1B,,,,Natural Gas Fired Combined Cycle,CT,PB01,S,X,N,,,250,0.85,250,250,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,5,2019,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,11241,Entergy Louisiana LLC,60927,Lake Charles Power,LA,Calcasieu,-93.2907997334792,30.2701756130632,1A,,,,Natural Gas Fired Combined Cycle,CT,PB01,S,X,N,,,250,0.85,250,250,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,3,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,11241,Entergy Louisiana LLC,60927,Lake Charles Power,LA,Calcasieu,-93.2907997334792,30.2701756130632,1B,,,,Natural Gas Fired Combined Cycle,CT,PB01,S,X,N,,,250,0.85,250,250,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,3,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,9312,IPC-Mansfield Mill,54091,Mansfield Mill,LA,DeSoto,-93.5602902992015,32.1539214311243,GEN5,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,62,0.85,45,48,OP,N,Industrial CHP,7,NG,,,,,,,,,,,,,,N,,N,,,10,N,,,X,7,2019,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,11241,Entergy Louisiana LLC,55486,Washington Parish Energy Center,LA,Washington,-89.9055461243563,30.7904751809081,CTG01,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,199.8,0.85,184.4,207.2,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,100,N,,,X,11,2020,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,11241,Entergy Louisiana LLC,55486,Washington Parish Energy Center,LA,Washington,-89.9055461243563,30.7904751809081,CTG02,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,199.8,0.85,185.6,208.2,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,,,100,N,,,X,11,2020,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,13478,"Entergy New Orleans, LLC",60928,New Orleans Power,LA,Orleans,-89.9357513277766,30.0112729292655,1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,250,0.8,129.7,129.7,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,18,N,,,X,5,2020,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,59928,Salem Harbor Power Development LP,60903,Salem Harbor Power Development LP,MA,Essex,-70.8770726780768,42.52493181802,1,,,,Natural Gas Fired Combined Cycle,CA,1,S,Y,X,48695,48695,158.4,0.85,337.8,352.6,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,N,140,N,,,X,5,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,59928,Salem Harbor Power Development LP,60903,Salem Harbor Power Development LP,MA,Essex,-70.8770726780768,42.52493181802,2,,,,Natural Gas Fired Combined Cycle,CA,2,S,Y,X,48696,48696,158.4,0.85,337.2,357.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,N,140,N,,,X,5,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,59928,Salem Harbor Power Development LP,60903,Salem Harbor Power Development LP,MA,Essex,-70.8770726780768,42.52493181802,3,,,,Natural Gas Fired Combined Cycle,CT,1,S,X,N,48695,48695,240.7,0.85,,,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,N,,N,,,X,5,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,59928,Salem Harbor Power Development LP,60903,Salem Harbor Power Development LP,MA,Essex,-70.8770726780768,42.52493181802,4,,,,Natural Gas Fired Combined Cycle,CT,2,S,X,N,48696,48696,240.7,0.85,,,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,N,,N,,,X,5,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,61708,Canal Generating LLC,1599,Canal,MA,Barnstable,-70.5095390603984,41.770543265963,3,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,38310,UN.CANAL 25 CAN3,330,0.85,330,367.7,OP,N,IPP Non-CHP,2,NG,DFO,,,,,0,,,,,,,,N,N,Y,Y,N,103,N,,,X,6,2019,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,13206,Nantucket Electric Co,1615,Nantucket Hybrid,MA,Nantucket,-70.0522801617204,41.2589058492185,18,,,,Petroleum Liquids,GT,,W,X,X,,,15.4,0.8,13.5,15.4,OP,N,Electric Utility,1,DFO,,,,,,,,,,,,,,N,N,N,N,,7.3,N,,,X,8,2019,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,6035,"Constellation Power, Inc",59882,Exelon West Medway II LLC,MA,Norfolk,-71.4452926315461,42.1373578919999,4,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,UN.MEDWAY  13.8WMJ4,UN.MEDWAY  13.8WMJ4,131.8,0.85,95.3,103.5,OP,N,IPP Non-CHP,2,NG,KER,,,,,,,,,,,,,N,N,Y,Y,N,25,N,,,X,3,2019,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,6035,"Constellation Power, Inc",59882,Exelon West Medway II LLC,MA,Norfolk,-71.4452926315461,42.1373578919999,5,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,UN.MEDWAY  13.8WMJ5,UN.MEDWAY  13.8WMJ5,131.8,0.85,95.5,103.5,OP,N,IPP Non-CHP,2,NG,KER,,,,,0,,,,,,,,N,N,Y,Y,N,25,N,,,X,5,2019,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Commercial,11820,Massachusetts Inst of Tech,54907,Mass Inst Tech Cntrl Utilities/Cogen Plt,MA,Middlesex,-71.0941921892089,42.3600671877783,GT200,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,21.7,0.8,17.7,20.7,OP,Y,Commercial CHP,5,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,9,N,,,X,4,2021,,,T,NG,DFO,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Commercial,11820,Massachusetts Inst of Tech,54907,Mass Inst Tech Cntrl Utilities/Cogen Plt,MA,Middlesex,-71.0941921892089,42.3600671877783,GT300,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,21.7,0.8,17.7,20.7,OP,Y,Commercial CHP,5,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,9,N,,,X,4,2021,,,T,NG,DFO,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,65160,Norton Powerhouse 2,66018,Norton Powerhouse 2,MA,Worcester,-71.805415427318,42.3095180028376,GEN3,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,4.6,1,3.3,4.6,OP,Y,Industrial CHP,7,NG,,,,,,0,,,,,,,,N,N,N,,,0.2,N,,,X,11,2022,,,T,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Cooperative,40229,Old Dominion Electric Coop,59220,Wildcat Point Generation Facility,MD,Cecil,-76.162972000959,39.7197725667701,ST1,,,,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,ROCKSPRI24 KV  WCATSTG,ROCKSPRI24 KV  WCATSTG,493,0.85,497.9,500,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,N,N,,N,,,X,4,2018,,,X,NG,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60100,"PSEG Keys Energy Center, LLC",60302,Keys Energy Center,MD,Prince Georges,-76.8284163470366,38.7026929078062,10,,,,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,CHELTENH 19 KV STG10 GEN,,359.6,0.85,325,299,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,N,,,N,N,N,N,N,60,N,,,X,7,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Cooperative,40229,Old Dominion Electric Coop,59220,Wildcat Point Generation Facility,MD,Cecil,-76.162972000959,39.7197725667701,CT1,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,ROCKSPRI21 KV  WCATCTG1,ROCKSPRI21 KV  WCATCTG1,310.3,0.85,252.3,285.8,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,N,N,,N,,,X,4,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Cooperative,40229,Old Dominion Electric Coop,59220,Wildcat Point Generation Facility,MD,Cecil,-76.162972000959,39.7197725667701,CT2,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,ROCKSPRI21 KV  WCATCTG2,ROCKSPRI21 KV  WCATCTG2,310.3,0.85,241.1,303.8,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,N,N,,N,,,X,4,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60100,"PSEG Keys Energy Center, LLC",60302,Keys Energy Center,MD,Prince Georges,-76.8284163470366,38.7026929078062,11,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,235.5,0.85,231,231,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,74,N,,,X,7,2018,,,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60100,"PSEG Keys Energy Center, LLC",60302,Keys Energy Center,MD,Prince Georges,-76.8284163470366,38.7026929078062,12,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,235.5,0.85,231,231,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,74,N,,,X,7,2018,,,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Federal,55917,National Institutes of Health,56668,NIH Cogeneration Facility,MD,Montgomery,-77.1028494740065,39.0002555825079,CGT,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,28,0.85,27.6,28.4,OP,N,Commercial Non-CHP,4,NG,,,,,,,,,,,,,,N,N,N,,N,15,N,,,X,11,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,63827,Bioenergy DevCo,64241,Maryland Bioenergy Center (Jessup),MD,Howard,-76.7843942316726,39.1574685752644,CHP1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,1.1,0.8,1.1,1.1,OP,Y,Industrial CHP,7,NG,,,,,,,,,,N,,,,N,N,N,N,N,1.1,N,,,X,9,2022,,,T,,,,,1H,,,,,,,,,,,,,,N,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,5109,DTE Electric Company,62289,Dearborn Energy Center,MI,Wayne,-83.2314324450302,42.2959330558582,STG-1,,,,Natural Gas Fired Combined Cycle,CA,CTCA,S,N,X,,,5,0.8,4.5,4.5,OP,Y,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,,N,,,X,12,2019,,,B,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,61395,"Indeck Niles, LLC",55460,Indeck Niles Energy Center,MI,Cass,-86.2241607315582,41.8580589445626,ST1,,,,Natural Gas Fired Combined Cycle,CA,INEC,J,Y,X,2156111014,2156111014,400.8,0.85,364.7,346.3,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,106,N,,,X,7,2022,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,5109,DTE Electric Company,62192,Blue Water Energy Center,MI,St Clair,-82.4790849180269,42.7747515689589,1S,,,,Natural Gas Fired Combined Cycle,CA,BWEC,S,Y,X,,,478.6,0.85,428,417.8,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,80,N,,,X,6,2022,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Municipal,56155,Lansing Board of Water and Light,63259,Delta Energy Park,MI,Eaton,-84.5578065315205,42.7184195346955,DEPST,,,,Natural Gas Fired Combined Cycle,CA,852,S,N,X,CONS.LANS,CONS.LANS,89.2,0.85,81,84.1,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,16,N,,,X,3,2022,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,5109,DTE Electric Company,62289,Dearborn Energy Center,MI,Wayne,-83.2314324450302,42.2959330558582,GTG-1,,,,Natural Gas Fired Combined Cycle,CT,CTCA,S,X,Y,,,15,0.8,11.2,14.6,OP,Y,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,,N,,,X,12,2019,,,T,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,5109,DTE Electric Company,62289,Dearborn Energy Center,MI,Wayne,-83.2314324450302,42.2959330558582,GTG-2,,,,Natural Gas Fired Combined Cycle,CT,CTCA,S,X,Y,,,15,0.8,11.2,14.6,OP,Y,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,,,N,,,X,12,2019,,,T,,,,,12H,,,,,,,,,,,,,,,,
